-351,440,-879,-2107244135,1
-431,456,-719,-2107244095,1
-319,528,-759,-2107244055,1
-335,496,-799,-2107244015,1
-351,456,-783,-2107243975,1
-335,464,-775,-2107243935,1
-319,440,-799,-2107243895,1
-303,360,-807,-2107243855,1
-303,392,-831,-2107243815,1
-279,408,-815,-2107243775,1
-287,416,-863,-2107243735,1
-207,424,-743,-2107243695,1
-359,408,-855,-2107243655,1
-415,376,-911,-2107243615,1
-343,448,-783,-2107243575,1
-375,496,-879,-2107243535,1
-423,592,-711,-2107243495,1
-511,888,-1007,-2107243455,1
-583,-479,-223,-2107243415,1
-2039,1192,-1551,-2107243375,1
152,-1023,272,-2107243313,1
1968,-1407,-231,-2107243273,1
2488,-2143,256,-2107243233,1
-327,-143,-1359,-2107243193,1
240,-327,-623,-2107243153,1
-247,112,-1023,-2107243113,1
-375,296,-927,-2107243073,1
-335,368,-927,-2107243033,1
-303,352,-839,-2107242993,1
-271,352,-831,-2107242953,1
-271,320,-823,-2107242913,1
-255,288,-791,-2107242873,1
-247,344,-895,-2107242833,1
-239,328,-919,-2107242793,1
-223,320,-903,-2107242753,1
-223,312,-927,-2107242713,1
-215,304,-871,-2107242673,1
-215,288,-895,-2107242633,1
-231,304,-903,-2107242593,1
-231,272,-935,-2107242553,1
-215,280,-943,-2107242513,1
-279,304,-935,-2107242473,1
-207,280,-943,-2107242433,1
-183,272,-839,-2107242393,1
-175,224,-991,-2107242353,1
-223,240,-911,-2107242292,1
-215,224,-935,-2107242252,1
-223,224,-943,-2107242212,1
-231,232,-903,-2107242172,1
-239,200,-1007,-2107242132,1
-271,184,-983,-2107242092,1
-247,168,-911,-2107242052,1
-255,160,-927,-2107242012,1
-247,152,-951,-2107241972,1
-247,176,-967,-2107241932,1
-247,168,-959,-2107241892,1
-247,168,-951,-2107241852,1
-247,160,-951,-2107241812,1
-231,152,-943,-2107241772,1
-231,136,-935,-2107241732,1
-239,136,-943,-2107241692,1
-223,136,-903,-2107241652,1
-223,136,-927,-2107241612,1
-215,144,-943,-2107241572,1
-223,152,-967,-2107241532,1
-231,176,-967,-2107241492,1
-231,160,-935,-2107241452,1
-223,160,-927,-2107241412,1
-215,152,-975,-2107241372,1
-207,152,-911,-2107241332,1
-215,160,-927,-2107241270,1
-231,168,-927,-2107241230,1
-247,144,-943,-2107241190,1
-223,168,-951,-2107241150,1
-231,144,-967,-2107241110,1
-223,144,-951,-2107241070,1
-199,128,-943,-2107241030,1
-207,120,-959,-2107240990,1
-223,120,-943,-2107240950,1
-223,136,-935,-2107240910,1
-199,144,-959,-2107240870,1
-231,136,-943,-2107240830,1
-199,152,-895,-2107240790,1
-215,152,-927,-2107240750,1
-207,168,-951,-2107240710,1
-199,184,-935,-2107240670,1
-183,176,-919,-2107240630,1
-183,184,-943,-2107240590,1
-167,152,-951,-2107240550,1
-159,136,-935,-2107240510,1
-159,144,-871,-2107240470,1
-143,152,-895,-2107240430,1
-151,152,-943,-2107240390,1
-127,160,-959,-2107240350,1
-127,168,-983,-2107240310,1
-143,184,-967,-2107240250,1
-143,192,-959,-2107240210,1
-135,184,-959,-2107240170,1
-135,168,-903,-2107240130,1
-175,136,-911,-2107240090,1
-191,152,-935,-2107240050,1
-175,168,-959,-2107240010,1
-167,168,-935,-2107239970,1
-159,168,-959,-2107239930,1
-175,176,-935,-2107239890,1
-191,200,-935,-2107239850,1
-175,224,-927,-2107239810,1
-175,176,-943,-2107239770,1
-191,184,-943,-2107239730,1
-167,192,-919,-2107239690,1
-175,184,-911,-2107239650,1
-167,184,-927,-2107239610,1
-151,160,-951,-2107239570,1
-167,168,-983,-2107239530,1
-175,184,-951,-2107239490,1
-183,168,-935,-2107239450,1
-167,168,-967,-2107239410,1
-159,176,-943,-2107239370,1
-175,184,-959,-2107239330,1
-159,168,-951,-2107239290,1
-167,168,-927,-2107239228,1
-159,168,-967,-2107239188,1
-167,184,-919,-2107239148,1
-183,192,-951,-2107239108,1
-167,184,-927,-2107239068,1
-167,184,-919,-2107239028,1
-159,152,-935,-2107238988,1
-215,168,-943,-2107238948,1
-223,184,-943,-2107238908,1
-199,192,-943,-2107238868,1
-183,192,-951,-2107238828,1
-167,216,-951,-2107238788,1
-151,192,-991,-2107238748,1
-167,192,-959,-2107238708,1
-159,184,-1015,-2107238668,1
-175,184,-975,-2107238628,1
-159,160,-951,-2107238588,1
-167,192,-911,-2107238548,1
-159,176,-999,-2107238508,1
-151,192,-951,-2107238468,1
-167,184,-943,-2107238428,1
-199,192,-959,-2107238388,1
-207,200,-951,-2107238348,1
-199,168,-935,-2107238308,1
-183,160,-943,-2107238268,1
-167,168,-943,-2107238207,1
-175,208,-967,-2107238167,1
-183,216,-935,-2107238127,1
-191,216,-919,-2107238087,1
-175,208,-951,-2107238047,1
-175,168,-943,-2107238007,1
